Resume Text,Category
Experienced with React TypeScript Redux Tailwind CSS and API integration deployment and version control,React Developer
Built Django projects using Python PostgreSQL HTML CSS JavaScript and Git deployment and version control,Django Developer
Cloud engineer working with AWS Kubernetes Docker Terraform and CI/CD software development lifecycle,Cloud Engineer
Built enterprise Java applications using Hibernate REST APIs and MySQL software development lifecycle,Java Developer
Frontend development experience with JavaScript UI components CSS and Bootstrap deployment and version control,Frontend Developer
Skilled in browser development DOM manipulation JavaScript CSS and accessibility problem solving and debugging,Frontend Developer
Built scalable backend services using Node.js Express MongoDB and Redis software development lifecycle,Backend Developer
Cloud engineer working with AWS Kubernetes Docker Terraform and CI/CD software development lifecycle,Cloud Engineer
Python Django Flask REST API MySQL PostgreSQL Git Docker REST API GitHub,Python Developer
Built Django projects using Python PostgreSQL HTML CSS JavaScript and Git deployment and version control,Django Developer
